name,hp,attack,defense,sp_attack,sp_defense,speed,types,all_moves,image_url,game_source,is_mega,national_dex_hint,pokeapi_id
Espurr,62,48,54,63,60,68,['psychic'],"['Pay Day', 'Scratch', 'Cut', 'Leer', 'Psybeam', 'Thunderbolt', 'Thunder Wave', 'Toxic', 'Confusion', 'Psychic', 'Double Team', 'Barrier', 'Light Screen', 'Reflect', 'Swift', 'Dream Eater', 'Flash', 'Rest', 'Substitute', 'Snore', 'Protect', 'Endure', 'Charm', 'Swagger', 'Attract', 'Sleep Talk', 'Heal Bell', 'Return', 'Frustration', 'Safeguard', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Fake Out', 'Torment', 'Facade', 'Helping Hand', 'Trick', 'Role Play', 'Assist', 'Magic Coat', 'Recycle', 'Yawn', 'Skill Swap', 'Snatch', 'Secret Power', 'Fake Tears', 'Tickle', 'Signal Beam', 'Covet', 'Calm Mind', 'Shock Wave', 'Gravity', 'Payback', 'Dark Pulse', 'Energy Ball', 'Nasty Plot', 'Zen Headbutt', 'Trick Room', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Magic Room', 'Round', 'Echoed Voice', 'Ally Switch', 'Work Up', 'Disarming Voice', 'Play Rough', 'Confide', 'Expanding Force', 'Tera Blast', 'Psychic Noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png,Legends Z-A,False,,677
Litleo,62,50,58,73,54,72,"['fire', 'normal']","['Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Roar', 'Ember', 'Flamethrower', 'Strength', 'Solar Beam', 'Fire Spin', 'Dig', 'Toxic', 'Double Team', 'Fire Blast', 'Swift', 'Rest', 'Substitute', 'Thief', 'Snore', 'Protect', 'Mud Slap', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Rock Smash', 'Heat Wave', 'Will O Wisp', 'Facade', 'Taunt', 'Helping Hand', 'Yawn', 'Endeavor', 'Snatch', 'Secret Power', 'Hyper Voice', 'Overheat', 'Payback', 'Flare Blitz', 'Dark Pulse', 'Thunder Fang', 'Fire Fang', 'Flame Charge', 'Entrainment', 'Round', 'Echoed Voice', 'Incinerate', 'Acrobatics', 'Retaliate', 'Bulldoze', 'Work Up', 'Wild Charge', 'Snarl', 'Noble Roar', 'Confide', 'Psychic Fangs', 'Tera Blast', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,Legends Z-A,False,,667
Pyroar,86,68,72,109,66,106,"['fire', 'normal']","['Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Roar', 'Ember', 'Flamethrower', 'Hyper Beam', 'Strength', 'Solar Beam', 'Fire Spin', 'Dig', 'Toxic', 'Double Team', 'Fire Blast', 'Swift', 'Rest', 'Substitute', 'Thief', 'Snore', 'Protect', 'Mud Slap', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Rock Smash', 'Heat Wave', 'Will O Wisp', 'Facade', 'Taunt', 'Helping Hand', 'Endeavor', 'Snatch', 'Secret Power', 'Hyper Voice', 'Overheat', 'Bounce', 'Payback', 'Flare Blitz', 'Dark Pulse', 'Giga Impact', 'Thunder Fang', 'Fire Fang', 'Flame Charge', 'Round', 'Echoed Voice', 'Incinerate', 'Acrobatics', 'Retaliate', 'Bulldoze', 'Work Up', 'Wild Charge', 'Snarl', 'Noble Roar', 'Confide', 'Psychic Fangs', 'Burning Jealousy', 'Tera Blast', 'Trailblaze', 'Temper Flare']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,Legends Z-A,False,,668
Pancham,67,82,62,46,48,43,['fighting'],"['Karate Chop', 'Comet Punch', 'Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Swords Dance', 'Cut', 'Mega Kick', 'Tackle', 'Body Slam', 'Leer', 'Roar', 'Surf', 'Low Kick', 'Seismic Toss', 'Strength', 'Dig', 'Toxic', 'Double Team', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Snore', 'Spite', 'Protect', 'Sludge Bomb', 'Endure', 'False Swipe', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Vital Throw', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Rock Smash', 'Uproar', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Helping Hand', 'Superpower', 'Brick Break', 'Knock Off', 'Endeavor', 'Snatch', 'Secret Power', 'Arm Thrust', 'Hyper Voice', 'Rock Tomb', 'Sky Uppercut', 'Aerial Ace', 'Block', 'Bulk Up', 'Covet', 'Payback', 'Fling', 'Me First', 'Dark Pulse', 'Drain Punch', 'Shadow Claw', 'Zen Headbutt', 'Gunk Shot', 'Iron Head', 'Stone Edge', 'Grass Knot', 'Storm Throw', 'Low Sweep', 'Foul Play', 'Entrainment', 'Round', 'Echoed Voice', 'Quick Guard', 'Circle Throw', 'Quash', 'Retaliate', 'Bulldoze', 'Work Up', 'Dual Chop', 'Parting Shot', 'Confide', 'Power Up Punch', 'Power Trip', 'Lash Out', 'Coaching']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,Legends Z-A,False,,674
Trubbish,50,50,62,40,62,65,['poison'],"['Pound', 'Double Slap', 'Sand Attack', 'Take Down', 'Toxic', 'Double Team', 'Haze', 'Self Destruct', 'Sludge', 'Amnesia', 'Poison Gas', 'Explosion', 'Rest', 'Substitute', 'Thief', 'Snore', 'Curse', 'Spite', 'Protect', 'Sludge Bomb', 'Spikes', 'Giga Drain', 'Endure', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Stockpile', 'Swallow', 'Facade', 'Recycle', 'Secret Power', 'Mud Sport', 'Rock Blast', 'Payback', 'Toxic Spikes', 'Dark Pulse', 'Seed Bomb', 'Drain Punch', 'Gunk Shot', 'Venoshock', 'Autotomize', 'Sludge Wave', 'Acid Spray', 'Round', 'Clear Smog', 'Belch', 'Confide', 'Venom Drench', 'Infestation', 'Corrosive Gas']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,Legends Z-A,False,,568
Pichu,20,40,15,35,35,60,['electric'],"['Double Slap', 'Mega Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Tail Whip', 'Surf', 'Counter', 'Seismic Toss', 'Thunder Shock', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Toxic', 'Quick Attack', 'Mimic', 'Double Team', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Swift', 'Flash', 'Rest', 'Substitute', 'Snore', 'Curse', 'Flail', 'Reversal', 'Protect', 'Sweet Kiss', 'Mud Slap', 'Zap Cannon', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Spark', 'Attract', 'Sleep Talk', 'Return', 'Present', 'Frustration', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Fake Out', 'Uproar', 'Facade', 'Charge', 'Helping Hand', 'Wish', 'Secret Power', 'Tickle', 'Signal Beam', 'Covet', 'Volt Tackle', 'Shock Wave', 'Natural Gift', 'Fling', 'Lucky Chant', 'Magnet Rise', 'Nasty Plot', 'Captivate', 'Grass Knot', 'Charge Beam', 'Electro Ball', 'Round', 'Echoed Voice', 'Bestow', 'Volt Switch', 'Electroweb', 'Wild Charge', 'Disarming Voice', 'Play Rough', 'Play Nice', 'Confide', 'Electric Terrain', 'Nuzzle', 'Tera Blast', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,Legends Z-A,False,,172
Cleffa,50,25,28,45,55,15,['fairy'],"['Pound', 'Mega Punch', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Double Edge', 'Sing', 'Flamethrower', 'Psybeam', 'Counter', 'Seismic Toss', 'Solar Beam', 'Thunder Wave', 'Dig', 'Toxic', 'Psychic', 'Mimic', 'Double Team', 'Defense Curl', 'Light Screen', 'Reflect', 'Metronome', 'Fire Blast', 'Swift', 'Amnesia', 'Soft Boiled', 'Dream Eater', 'Flash', 'Splash', 'Rest', 'Substitute', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Sweet Kiss', 'Belly Drum', 'Mud Slap', 'Zap Cannon', 'Icy Wind', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Present', 'Frustration', 'Safeguard', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Uproar', 'Facade', 'Helping Hand', 'Trick', 'Role Play', 'Wish', 'Magic Coat', 'Recycle', 'Endeavor', 'Secret Power', 'Hyper Voice', 'Aromatherapy', 'Fake Tears', 'Tickle', 'Signal Beam', 'Covet', 'Magical Leaf', 'Calm Mind', 'Shock Wave', 'Water Pulse', 'Gravity', 'Natural Gift', 'Fling', 'Copycat', 'Last Resort', 'Zen Headbutt', 'Captivate', 'Grass Knot', 'Wonder Room', 'Psyshock', 'Telekinesis', 'After You', 'Round', 'Echoed Voice', 'Stored Power', 'Heal Pulse', 'Incinerate', 'Work Up', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Play Rough', 'Fairy Wind', 'Moonblast', 'Confide', 'Dazzling Gleam', 'Baby Doll Eyes', 'Tera Blast', 'Chilling Water', 'Alluring Voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,Legends Z-A,False,,173
Clefairy,70,45,48,60,65,35,['fairy'],"['Pound', 'Double Slap', 'Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Growl', 'Sing', 'Flamethrower', 'Water Gun', 'Ice Beam', 'Blizzard', 'Psybeam', 'Bubble Beam', 'Submission', 'Counter', 'Seismic Toss', 'Strength', 'Solar Beam', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Dig', 'Toxic', 'Psychic', 'Rage', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Minimize', 'Defense Curl', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Fire Blast', 'Swift', 'Skull Bash', 'Amnesia', 'Soft Boiled', 'Dream Eater', 'Flash', 'Psywave', 'Splash', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Sweet Kiss', 'Mud Slap', 'Zap Cannon', 'Icy Wind', 'Detect', 'Endure', 'Charm', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Heal Bell', 'Return', 'Present', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Baton Pass', 'Encore', 'Iron Tail', 'Moonlight', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Rock Smash', 'Uproar', 'Facade', 'Focus Punch', 'Follow Me', 'Helping Hand', 'Trick', 'Role Play', 'Wish', 'Magic Coat', 'Recycle', 'Brick Break', 'Knock Off', 'Endeavor', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Hyper Voice', 'Meteor Mash', 'Fake Tears', 'Tickle', 'Cosmic Power', 'Signal Beam', 'Bounce', 'Covet', 'Magical Leaf', 'Calm Mind', 'Shock Wave', 'Water Pulse', 'Gravity', 'Wake Up Slap', 'Healing Wish', 'Natural Gift', 'Fling', 'Lucky Chant', 'Copycat', 'Last Resort', 'Drain Punch', 'Zen Headbutt', 'Captivate', 'Stealth Rock', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'After You', 'Round', 'Echoed Voice', 'Stored Power', 'Ally Switch', 'Heal Pulse', 'Incinerate', 'Retaliate', 'Bestow', 'Work Up', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Play Rough', 'Fairy Wind', 'Moonblast', 'Confide', 'Mystical Fire', 'Dazzling Gleam', 'Baby Doll Eyes', 'Power Up Punch', 'Spotlight', 'Life Dew', 'Meteor Beam', 'Misty Explosion', 'Dual Wingbeat', 'Tera Blast', 'Chilling Water', 'Alluring Voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/35.png,Legends Z-A,False,,35
Spinarak,40,60,40,40,40,30,"['bug', 'poison']","['Body Slam', 'Double Edge', 'Poison Sting', 'Twineedle', 'Pin Missile', 'Sonic Boom', 'Disable', 'Psybeam', 'Absorb', 'Solar Beam', 'String Shot', 'Dig', 'Toxic', 'Psychic', 'Agility', 'Night Shade', 'Mimic', 'Screech', 'Double Team', 'Constrict', 'Leech Life', 'Flash', 'Fury Swipes', 'Rest', 'Substitute', 'Thief', 'Spider Web', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Sludge Bomb', 'Giga Drain', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Megahorn', 'Baton Pass', 'Pursuit', 'Hidden Power', 'Sunny Day', 'Facade', 'Knock Off', 'Refresh', 'Secret Power', 'Signal Beam', 'Bounce', 'Natural Gift', 'Sucker Punch', 'Toxic Spikes', 'Poison Jab', 'Night Slash', 'X Scissor', 'Bug Buzz', 'Shadow Sneak', 'Cross Poison', 'Captivate', 'Bug Bite', 'Hone Claws', 'Venoshock', 'Rage Powder', 'Sludge Wave', 'Acid Spray', 'Foul Play', 'Round', 'Hex', 'Struggle Bug', 'Electroweb', 'Sticky Web', 'Confide', 'Infestation', 'Toxic Thread', 'Lunge', 'Skitter Smack', 'Tera Blast', 'Pounce', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,Legends Z-A,False,,167
Ekans,35,60,44,40,54,55,['poison'],"['Bind', 'Slam', 'Headbutt', 'Body Slam', 'Wrap', 'Take Down', 'Double Edge', 'Poison Sting', 'Leer', 'Bite', 'Disable', 'Acid', 'Strength', 'Mega Drain', 'Earthquake', 'Fissure', 'Dig', 'Toxic', 'Rage', 'Mimic', 'Screech', 'Double Team', 'Haze', 'Bide', 'Skull Bash', 'Glare', 'Leech Life', 'Rest', 'Rock Slide', 'Substitute', 'Thief', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Sludge Bomb', 'Mud Slap', 'Giga Drain', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pursuit', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Crunch', 'Beat Up', 'Stockpile', 'Spit Up', 'Swallow', 'Torment', 'Facade', 'Knock Off', 'Snatch', 'Secret Power', 'Poison Fang', 'Rock Tomb', 'Mud Shot', 'Poison Tail', 'Natural Gift', 'Payback', 'Gastro Acid', 'Sucker Punch', 'Toxic Spikes', 'Poison Jab', 'Dark Pulse', 'Aqua Tail', 'Seed Bomb', 'Switcheroo', 'Fire Fang', 'Mud Bomb', 'Gunk Shot', 'Captivate', 'Venoshock', 'Sludge Wave', 'Coil', 'Acid Spray', 'Round', 'Bulldoze', 'Snarl', 'Belch', 'Confide', 'Infestation', 'Brutal Swing', 'Psychic Fangs', 'Scale Shot', 'Skitter Smack', 'Lash Out', 'Tera Blast', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/23.png,Legends Z-A,False,,23
Abra,25,20,15,105,55,90,['psychic'],"['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Submission', 'Counter', 'Seismic Toss', 'Thunder Wave', 'Toxic', 'Confusion', 'Psychic', 'Rage', 'Teleport', 'Mimic', 'Double Team', 'Barrier', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Swift', 'Skull Bash', 'Dream Eater', 'Flash', 'Psywave', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Zap Cannon', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Trick', 'Role Play', 'Magic Coat', 'Recycle', 'Knock Off', 'Skill Swap', 'Snatch', 'Secret Power', 'Signal Beam', 'Calm Mind', 'Shock Wave', 'Gravity', 'Natural Gift', 'Embargo', 'Fling', 'Psycho Shift', 'Power Trick', 'Power Swap', 'Guard Swap', 'Drain Punch', 'Energy Ball', 'Zen Headbutt', 'Trick Room', 'Captivate', 'Grass Knot', 'Charge Beam', 'Guard Split', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Magic Room', 'Foul Play', 'Round', 'Ally Switch', 'Confide', 'Dazzling Gleam', 'Psychic Terrain', 'Speed Swap']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/63.png,Legends Z-A,False,,63
Kadabra,40,35,30,120,70,105,['psychic'],"['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Mega Kick', 'Headbutt', 'Body Slam', 'Take Down', 'Double Edge', 'Disable', 'Psybeam', 'Submission', 'Counter', 'Seismic Toss', 'Thunder Wave', 'Dig', 'Toxic', 'Confusion', 'Psychic', 'Hypnosis', 'Rage', 'Teleport', 'Night Shade', 'Mimic', 'Double Team', 'Recover', 'Light Screen', 'Reflect', 'Bide', 'Metronome', 'Swift', 'Skull Bash', 'Kinesis', 'Dream Eater', 'Flash', 'Psywave', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Protect', 'Zap Cannon', 'Endure', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dynamic Punch', 'Encore', 'Iron Tail', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Torment', 'Facade', 'Focus Punch', 'Taunt', 'Trick', 'Role Play', 'Magic Coat', 'Recycle', 'Knock Off', 'Skill Swap', 'Snatch', 'Secret Power', 'Signal Beam', 'Calm Mind', 'Shock Wave', 'Gravity', 'Miracle Eye', 'Natural Gift', 'Embargo', 'Fling', 'Power Swap', 'Guard Swap', 'Drain Punch', 'Energy Ball', 'Psycho Cut', 'Zen Headbutt', 'Trick Room', 'Captivate', 'Grass Knot', 'Charge Beam', 'Wonder Room', 'Psyshock', 'Telekinesis', 'Magic Room', 'Foul Play', 'Round', 'Ally Switch', 'Confide', 'Dazzling Gleam', 'Psychic Terrain', 'Speed Swap', 'Expanding Force']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/64.png,Legends Z-A,False,,64
Gastly,30,35,30,100,35,80,"['ghost', 'poison']","['Fire Punch', 'Ice Punch', 'Thunder Punch', 'Headbutt', 'Disable', 'Mega Drain', 'Thunderbolt', 'Thunder', 'Toxic', 'Psychic', 'Hypnosis', 'Rage', 'Night Shade', 'Mimic', 'Double Team', 'Confuse Ray', 'Haze', 'Bide', 'Self Destruct', 'Lick', 'Smog', 'Dream Eater', 'Poison Gas', 'Psywave', 'Explosion', 'Rest', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Sludge Bomb', 'Zap Cannon', 'Destiny Bond', 'Perish Song', 'Icy Wind', 'Giga Drain', 'Endure', 'Swagger', 'Mean Look', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Uproar', 'Torment', 'Will O Wisp', 'Facade', 'Taunt', 'Trick', 'Knock Off', 'Skill Swap', 'Imprison', 'Grudge', 'Snatch', 'Secret Power', 'Astonish', 'Natural Gift', 'Payback', 'Embargo', 'Sucker Punch', 'Poison Jab', 'Dark Pulse', 'Energy Ball', 'Nasty Plot', 'Trick Room', 'Gunk Shot', 'Captivate', 'Ominous Wind', 'Wonder Room', 'Venoshock', 'Telekinesis', 'Sludge Wave', 'Acid Spray', 'Foul Play', 'Round', 'Clear Smog', 'Ally Switch', 'Hex', 'Reflect Type', 'Confide', 'Dazzling Gleam', 'Infestation', 'Skitter Smack', 'Poltergeist', 'Corrosive Gas', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png,Legends Z-A,False,,92
Haunter,45,50,45,115,55,95,"['ghost', 'poison']","['Fire Punch', 'Ice Punch', 'Thunder Punch', 'Headbutt', 'Mega Drain', 'Thunderbolt', 'Thunder', 'Toxic', 'Psychic', 'Hypnosis', 'Rage', 'Night Shade', 'Mimic', 'Double Team', 'Confuse Ray', 'Haze', 'Bide', 'Metronome', 'Self Destruct', 'Lick', 'Smog', 'Dream Eater', 'Poison Gas', 'Psywave', 'Explosion', 'Rest', 'Substitute', 'Thief', 'Nightmare', 'Snore', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Sludge Bomb', 'Zap Cannon', 'Destiny Bond', 'Icy Wind', 'Giga Drain', 'Endure', 'Swagger', 'Mean Look', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pain Split', 'Encore', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Uproar', 'Torment', 'Will O Wisp', 'Facade', 'Taunt', 'Trick', 'Knock Off', 'Skill Swap', 'Imprison', 'Snatch', 'Secret Power', 'Astonish', 'Shadow Punch', 'Natural Gift', 'Payback', 'Embargo', 'Fling', 'Sucker Punch', 'Toxic Spikes', 'Poison Jab', 'Dark Pulse', 'Focus Blast', 'Energy Ball', 'Nasty Plot', 'Shadow Claw', 'Trick Room', 'Gunk Shot', 'Captivate', 'Ominous Wind', 'Wonder Room', 'Venoshock', 'Telekinesis', 'Sludge Wave', 'Acid Spray', 'Foul Play', 'Round', 'Ally Switch', 'Hex', 'Phantom Force', 'Confide', 'Dazzling Gleam', 'Infestation', 'Skitter Smack', 'Poltergeist', 'Corrosive Gas', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png,Legends Z-A,False,,93
Venipede,30,45,59,30,39,57,"['bug', 'poison']","['Take Down', 'Double Edge', 'Poison Sting', 'Twineedle', 'Pin Missile', 'Bite', 'Solar Beam', 'Toxic', 'Agility', 'Screech', 'Double Team', 'Defense Curl', 'Rest', 'Substitute', 'Snore', 'Protect', 'Sludge Bomb', 'Spikes', 'Endure', 'Rollout', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pursuit', 'Hidden Power', 'Sunny Day', 'Rock Smash', 'Facade', 'Endeavor', 'Secret Power', 'Signal Beam', 'Iron Defense', 'Poison Tail', 'Gyro Ball', 'Payback', 'Toxic Spikes', 'Poison Jab', 'Rock Climb', 'Bug Bite', 'Venoshock', 'Round', 'Hex', 'Struggle Bug', 'Steamroller', 'Confide', 'Venom Drench', 'Infestation', 'Steel Roller', 'Skitter Smack']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,Legends Z-A,False,,543
Whirlipede,40,55,99,40,79,47,"['bug', 'poison']","['Take Down', 'Double Edge', 'Poison Sting', 'Pin Missile', 'Solar Beam', 'Toxic', 'Agility', 'Screech', 'Double Team', 'Defense Curl', 'Rest', 'Substitute', 'Snore', 'Protect', 'Sludge Bomb', 'Spikes', 'Endure', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pursuit', 'Hidden Power', 'Sunny Day', 'Rock Smash', 'Facade', 'Endeavor', 'Secret Power', 'Signal Beam', 'Iron Defense', 'Poison Tail', 'Gyro Ball', 'Payback', 'Toxic Spikes', 'Poison Jab', 'Rock Climb', 'Bug Bite', 'Venoshock', 'Round', 'Hex', 'Struggle Bug', 'Steamroller', 'Confide', 'Venom Drench', 'Infestation', 'Steel Roller', 'Skitter Smack']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,Legends Z-A,False,,544
Scolipede,60,100,89,55,69,112,"['bug', 'poison']","['Swords Dance', 'Cut', 'Take Down', 'Double Edge', 'Poison Sting', 'Pin Missile', 'Hyper Beam', 'Strength', 'Solar Beam', 'Earthquake', 'Dig', 'Toxic', 'Agility', 'Screech', 'Double Team', 'Defense Curl', 'Rest', 'Rock Slide', 'Substitute', 'Snore', 'Protect', 'Sludge Bomb', 'Spikes', 'Endure', 'Rollout', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Megahorn', 'Baton Pass', 'Pursuit', 'Iron Tail', 'Hidden Power', 'Sunny Day', 'Rock Smash', 'Facade', 'Superpower', 'Endeavor', 'Snatch', 'Secret Power', 'Rock Tomb', 'Signal Beam', 'Iron Defense', 'Poison Tail', 'Gyro Ball', 'Payback', 'Assurance', 'Toxic Spikes', 'Poison Jab', 'Aqua Tail', 'X Scissor', 'Giga Impact', 'Rock Climb', 'Cross Poison', 'Bug Bite', 'Venoshock', 'Round', 'Hex', 'Struggle Bug', 'Bulldoze', 'Steamroller', 'Confide', 'Venom Drench', 'Infestation', 'Throat Chop', 'Smart Strike', 'Stomping Tantrum', 'Steel Roller', 'Skitter Smack']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,Legends Z-A,False,,545
Honedge,45,80,100,35,37,28,"['steel', 'ghost']","['Swords Dance', 'Cut', 'Tackle', 'Toxic', 'Screech', 'Double Team', 'Reflect', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Snore', 'Reversal', 'Spite', 'Protect', 'Destiny Bond', 'Endure', 'False Swipe', 'Swagger', 'Fury Cutter', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Pursuit', 'Hidden Power', 'Rain Dance', 'Rock Smash', 'Facade', 'Brick Break', 'Secret Power', 'Metal Sound', 'Aerial Ace', 'Iron Defense', 'Block', 'Shock Wave', 'Gyro Ball', 'Close Combat', 'Power Trick', 'Magnet Rise', 'Night Slash', 'Shadow Claw', 'Shadow Sneak', 'Psycho Cut', 'Flash Cannon', 'Iron Head', 'Wide Guard', 'Autotomize', 'After You', 'Round', 'Retaliate', 'Sacred Sword', 'Confide', 'Solar Blade', 'Laser Focus', 'Brutal Swing', 'Steel Beam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png,Legends Z-A,False,,679
